	Microbial Species	Microbial TaxID	Clade_name	Kingdom	Phylum	Class	Order	Family	Genus	Species	#MultAlgSp	#UniAlgSp	#AlgSpTot	Chlamydomonas_asymmetrica	Chlamydomonas_callosa	Chlamydomonas_cribrum	Chlamydomonas_fottii	Chlamydomonas_globosa	Chlamydomonas_isabeliensis	Chlamydomonas_latifons	Chlamydomonas_parallestriata	Chlamydomonas_parallestriata_s2	Chlamydomonas_parallestriata_s3	Chlamydomonas_parallestriata_s4	Chlamydomonas_parallestriata_s5	Chlamydomonas_parallestriata_s6	Chlamydomonas_petasus	Chlamydomonas_pila	Chlamydomonas_schloesseri	Chlamydomonas_sp.	Chlamydomonas_typica	Chlamydomonas_typica_s2	Chlamydomonas_zebra	Eudorina_elegans	Eudorina_unicocca	Haematococcus_lacustris	Lobomonas_rostrata	Microglena_globulifera	Pandorina_morum	Pandorina_sp.	Paulschulzia_pseudovolvox	Tetrabaena_socialis	Tetraspora_cylindrica	Vitreochlamys_aulata	Vitreochlamys_fluviatilis	Vitreochlamys_ordinata	Vitreochlamys_ordinata_s2	Vitreochlamys_spec.	Volvox_aureus	Volvox_barberi	Volvox_giga	Volvox_globator	Volvox_sp.	Volvox_tertius
57	Acidovorax radicis	758826	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_radicis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	s__Acidovorax_radicis	3	4	7	0	0	0	0	13859.0	0	0	0	0	9517.5	0	0	0	0	0	5222.0	0	0	0	0	7430.5	0	1012.5	0	0	3470.5	0	0	6659.5	0	0	0	0	0	0	0	0	0	0	0	0
59	Variovorax sp. PAMC 28711	1795631	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_PAMC_28711	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp_PAMC_28711	1	9	10	0	0	0	0	580.0	0	0	0	1232.0	0	491.5	0	97.5	0	0	0	51244.5	25434.0	0	0	0	0	0	0	1728.5	0	0	0	0	0	0	0	17386.5	150.0	0	0	0	70.0	0	0	0
60	Diaphorobacter nitroreducens	164759	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Diaphorobacter|s__Diaphorobacter_nitroreducens	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__Diaphorobacter_nitroreducens	1	3	4	0	0	0	0	321.5	0	76.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648.0	0	0	0	0	0	183.0	0	0	0	0	0	0	0	0	0
61	Candidatus Symbiobacter mobilis	1436290	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Candidatus_Symbiobacter|s__Candidatus_Symbiobacter_mobilis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Candidatus_Symbiobacter	s__Candidatus_Symbiobacter_mobilis	0	3	3	0	0	0	0	113.0	0	0	0	0	0	0	0	0	665.5	0	2080.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	Flavobacterium sp. IMCC34852	2732161	k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_IMCC34852	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sp_IMCC34852	1	2	3	0	0	0	0	93.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596.0	0	0	0	0	0	0	0	2107.5	0
63	Lysobacter terrestris	2865112	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_terrestris	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter_terrestris	0	1	1	0	0	0	0	0	124944.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	Lysobacter alkalisoli	2591633	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_alkalisoli	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter_alkalisoli	0	1	1	0	0	0	0	0	64231.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	Lysobacter luteus	2822368	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_luteus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter_luteus	0	1	1	0	0	0	0	0	50859.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	Luteimonas granuli	1176533	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_granuli	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas	s__Luteimonas_granuli	0	1	1	0	0	0	0	0	35559.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	Pseudomonas migulae	78543	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_migulae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_migulae	0	2	2	0	0	0	0	0	88.0	0	0	0	0	0	0	0	133.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	Allochromatium vinosum	1049	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Allochromatium|s__Allochromatium_vinosum	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Allochromatium	s__Allochromatium_vinosum	0	1	1	0	0	0	0	0	223.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	Allorhizobium pseudoryzae	379684	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_pseudoryzae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_pseudoryzae	1	1	2	0	0	0	0	0	2383.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	Bradyrhizobium sp. 200	2782665	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_200	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp_200	2	4	6	0	0	0	0	0	4845.5	0	0	74937.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504.5	0	0	2741.0	0	0	0	10984.5	869.0	0	0	0	0	0	0	0
74	Bradyrhizobium sp. CCBAU 051011	858422	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_CCBAU_051011	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp_CCBAU_051011	3	4	7	0	0	0	0	0	2713.5	0	0	38589.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150.0	890.5	0	1166.5	0	0	0	5371.0	439.5	0	0	0	0	0	0	0
75	Bradyrhizobium erythrophlei	1437360	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_erythrophlei	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_erythrophlei	2	3	5	0	0	0	0	0	4045.5	0	0	14107.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275.5	0	0	1400.5	0	0	0	2868.5	0	0	0	0	0	0	0	0
76	Bradyrhizobium sediminis	2840469	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_sediminis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sediminis	0	3	3	0	0	0	0	0	2522.0	0	0	15423.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2985.0	0	0	0	0	0	0	0	0
77	Bradyrhizobium paxllaeri	190148	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_paxllaeri	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_paxllaeri	2	3	5	0	0	0	0	0	1705.5	0	0	20269.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776.5	0	0	1048.5	0	0	0	3020.5	0	0	0	0	0	0	0	0
78	Bradyrhizobium lablabi	722472	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_lablabi	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_lablabi	0	4	4	0	0	0	0	0	1097.0	0	0	5497.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977.5	234.0	0	0	0	0	0	0	0
79	Bradyrhizobium symbiodeficiens	1404367	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_symbiodeficiens	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_symbiodeficiens	0	3	3	0	0	0	0	0	491.0	0	0	2816.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.0	0	0	0	0	0	0	0	0
80	Nitrobacter winogradskyi	913	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Nitrobacter|s__Nitrobacter_winogradskyi	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Nitrobacter	s__Nitrobacter_winogradskyi	2	3	5	0	0	0	0	0	18673.5	0	0	0	0	0	0	0	0	0	0	0	3683.0	0	0	0	0	37881.0	0	0	2809.5	0	0	0	0	0	0	0	0	0	402.0	0	0	0	0	0
81	Chelatococcus daeguensis	444444	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae|g__Chelatococcus|s__Chelatococcus_daeguensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Chelatococcaceae	g__Chelatococcus	s__Chelatococcus_daeguensis	0	3	3	0	0	0	0	0	2508.5	0	0	0	0	0	0	0	0	0	0	0	1444.0	0	0	0	0	6444.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	Sphingopyxis sp. OPL5	2486273	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_OPL5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_OPL5	2	10	12	0	0	0	0	0	33792.0	0	0	139546.0	20939.0	16011.5	46441.0	90327.5	0	0	0	2842.5	0	0	0	1172.5	0	4602.0	0	0	0	0	0	0	0	0	0	30033.5	49307.5	0	0	0	0	0	88488.5	0
83	Sphingopyxis sp. QXT-31	1357916	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_QXT_31	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_QXT_31	3	9	12	0	0	0	0	0	25578.0	0	0	72234.5	17212.5	11652.5	28571.5	0	0	0	0	0	19366.0	0	325.5	779.5	0	3301.0	0	0	0	0	0	0	0	0	0	17823.5	0	0	223.0	0	0	0	64861.5	0
84	Sphingopyxis sp. YF1	2482763	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_YF1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_YF1	2	10	12	0	0	0	0	0	16461.5	0	0	60286.0	12299.5	7780.5	21969.5	38110.0	0	0	0	0	0	0	0	747.5	0	2876.0	0	0	0	0	0	0	0	0	181.5	14370.5	20673.5	0	0	0	0	0	42563.0	0
85	Sphingopyxis sp. BSN-002	2911495	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_BSN_002	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_BSN_002	1	7	8	0	0	0	0	0	14900.0	0	0	66910.0	10242.0	0	27430.0	40647.0	0	0	0	0	19503.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16384.5	0	0	0	0	0	0	37514.5	0
86	Sphingopyxis macrogoltabida	33050	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_macrogoltabida	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_macrogoltabida	3	10	13	0	0	0	0	0	44844.0	0	0	124787.0	33269.5	20587.0	47535.0	79643.0	0	0	0	4418.0	32229.0	0	0	2106.5	0	0	0	0	933.0	0	0	0	0	0	0	30326.0	42911.0	0	0	0	0	0	116719.0	0
87	Sphingopyxis lindanitolerans	2054227	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_lindanitolerans	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_lindanitolerans	0	6	6	0	0	0	0	0	10850.5	0	0	57922.5	0	0	19842.5	37824.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14268.5	20470.5	0	0	0	0	0	0	0
88	Sphingopyxis granuli	267128	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_granuli	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_granuli	1	8	9	0	0	0	0	0	5768.0	0	0	19630.5	0	2383.5	8369.0	12478.5	0	0	0	0	7272.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5287.0	6869.0	0	0	0	0	0	12086.5	0
89	Sphingopyxis terrae	33052	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_terrae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_terrae	2	6	8	0	0	0	0	0	2929.0	0	0	10418.0	3635.5	0	5176.5	0	0	0	0	0	5422.0	0	0	1129.0	0	0	0	0	0	0	0	0	0	0	0	3257.5	0	0	0	0	0	0	6808.5	0
90	Rhizorhabdus phycosphaerae	2711156	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Rhizorhabdus|s__Rhizorhabdus_phycosphaerae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus_phycosphaerae	0	1	1	0	0	0	0	0	4332.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	Parasphingopyxis algicola	2026624	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Parasphingopyxis|s__Parasphingopyxis_algicola	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parasphingopyxis	s__Parasphingopyxis_algicola	0	1	1	0	0	0	0	0	629.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	Parasphingorhabdus litoris	394733	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Parasphingorhabdus|s__Parasphingorhabdus_litoris	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus_litoris	1	3	4	0	0	0	0	0	182.0	0	0	0	10151.5	96.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326.5	0
99	Gemmobacter aquarius	2169400	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter|s__Gemmobacter_aquarius	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__Gemmobacter_aquarius	2	13	15	0	0	0	0	0	49909.0	0	0	109411.0	131621.0	40446.5	80539.0	69005.0	81137.0	0	0	115572.5	139130.0	0	0	0	0	140981.0	0	32782.0	24037.0	0	0	101311.5	0	0	0	51088.0	39327.0	0	0	0	0	0	0	0
100	Actibacterium sp. EMB200-NS6	1609966	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae|g__Actibacterium|s__Actibacterium_sp_EMB200_NS6	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Actibacterium	s__Actibacterium_sp_EMB200_NS6	0	9	9	0	0	0	0	0	2965.0	0	0	5756.0	0	0	4502.0	3720.0	0	0	0	7061.0	8179.5	0	0	0	0	7586.5	0	2455.5	0	0	0	0	0	0	0	2850.0	0	0	0	0	0	0	0	0
101	Roseomonas fluvialis	1750527	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_sp_S08	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas_sp_S08	0	2	2	0	0	0	0	0	5464.0	0	0	0	0	0	0	0	0	0	7363.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	Acidibrevibacterium fodinaquatile	1969806	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidibrevibacterium|s__Acidibrevibacterium_fodinaquatile	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidibrevibacterium	s__Acidibrevibacterium_fodinaquatile	0	1	1	0	0	0	0	0	837.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	Niveispirillum cyanobacteriorum	1612173	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Niveispirillum|s__Niveispirillum_cyanobacteriorum	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Azospirillaceae	g__Niveispirillum	s__Niveispirillum_cyanobacteriorum	1	4	5	0	0	0	0	0	12478.0	0	0	0	0	0	0	0	216644.5	0	34726.0	0	0	0	0	0	0	0	0	0	9072.0	0	0	0	0	0	543.0	0	0	0	0	0	0	0	0	0
106	Hydrogenophaga sp. RAC07	1842537	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_sp_RAC07	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_sp_RAC07	2	3	5	0	0	0	0	0	0	467776.0	0	0	0	0	0	0	0	0	0	0	0	0	0	384171.0	0	14697.0	0	0	0	0	0	0	0	0	12805.0	0	0	0	7163.0	0	0	0	0	0
107	Hydrogenophaga sp. PBL-H3	434010	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_sp_PBL_H3	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_sp_PBL_H3	1	3	4	0	0	0	0	0	0	251937.5	0	0	0	0	0	0	0	0	0	0	0	0	0	338807.5	0	11199.0	0	0	0	0	0	0	0	0	7679.5	0	0	0	0	0	0	0	0	0
108	Hydrogenophaga taeniospiralis	65656	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_taeniospiralis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_taeniospiralis	2	4	6	0	0	0	0	0	0	25567.0	0	0	0	0	0	0	0	0	0	0	0	0	0	49918.5	0	4381.0	0	0	73440.5	0	0	0	0	0	3172.0	0	0	72.5	0	0	0	0	0	0
110	Caldimonas brevitalea	413882	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Schlegelella|s__Schlegelella_brevitalea	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sphaerotilaceae	g__Schlegelella	s__Schlegelella_brevitalea	0	1	1	0	0	0	0	0	0	435.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	Sphingobium amiense	135719	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_amiense	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium_amiense	0	2	2	0	0	0	0	0	0	348.0	0	0	0	0	0	0	0	0	0	0	3154.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	Sandaracinobacteroides saxicola	2759707	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae|g__Sandaracinobacteroides|s__Sandaracinobacteroides_saxicola	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sandaracinobacteroides	s__Sandaracinobacteroides_saxicola	0	1	1	0	0	0	0	0	0	243.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	Rhodobacter capsulatus	1061	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Rhodobacter_capsulatus	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__Rhodobacter_capsulatus	0	1	1	0	0	0	0	0	0	3992.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	Bosea sp. PAMC 26642	1792307	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_PAMC_26642	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Boseaceae	g__Bosea	s__Bosea_sp_PAMC_26642	0	2	2	0	0	0	0	0	0	4773.5	0	0	0	0	7797.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	Phreatobacter cathodiphilus	1868589	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter_cathodiphilus	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phreatobacteraceae	g__Phreatobacter	s__Phreatobacter_cathodiphilus	1	6	7	0	0	0	0	0	0	306.5	0	0	0	0	0	0	0	0	0	1469.5	4058.0	0	0	8482.0	0	707633.0	0	0	0	0	0	0	0	0	174.5	243.0	0	0	0	0	0	0	0	0
